case_study_id	rater	rater_type	tag	principle	conversation_source	rating	answer_time_min
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	important_domain_knowledge	gemini_ultra	2	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_assumptions	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_incorrect_user_data	gemini_ultra	3	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	important_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	overall	non_harmful	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_hallucinations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	important_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_unimportant_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	important_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	important_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	overall	overall_quality	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_hallucinations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_unimportant_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	overall	readable	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	important_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_incorrect_important_interpretations	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	important_domain_knowledge	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_unimportant_interpretations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_assumptions	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_assumptions	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	important_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	important_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	important_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_hallucinations	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_unimportant_user_data	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_assumptions	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_incorrect_domain_knowledge	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	assessment	important_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_incorrect_user_data	gemini_ultra	5	42.38333333
FC82510	fitness_primary_a	primary	sleep	no_hallucinations	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	gemini_ultra	4	42.38333333
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_user_data	gemini_ultra	5	42.38333333
FC88416	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_unimportant_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	important_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_unimportant_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	important_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	overall	readable	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	sleep	no_assumptions	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_incorrect_important_interpretations	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	training_load	no_unimportant_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	important_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	overall	overall_quality	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	sleep	important_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	important_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	assessment	important_domain_knowledge	gemini_ultra	3	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_incorrect_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	no_hallucinations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_incorrect_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_assumptions	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	important_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_unimportant_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_assumptions	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_assumptions	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_hallucinations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	important_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	important_interpretations	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	overall	non_harmful	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	sleep	no_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_hallucinations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	important_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	important_interpretations	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	training_load	no_incorrect_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_incorrect_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_unimportant_interpretations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_hallucinations	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_domain_knowledge	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	assessment	no_unimportant_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	sleep	important_user_data	gemini_ultra	5	27.15
FC88416	fitness_primary_a	primary	training_load	no_unimportant_interpretations	gemini_ultra	4	27.15
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_user_data	gemini_ultra	5	27.15
FC82510	fitness_primary_a	primary	assessment	no_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	important_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	important_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	important_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	overall	readable	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	important_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	important_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	important_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_hallucinations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_assumptions	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_assumptions	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_unimportant_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_hallucinations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	important_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_incorrect_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_incorrect_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	overall	overall_quality	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	sleep	no_unimportant_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	sleep	no_assumptions	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	important_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	training_load	no_hallucinations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	important_user_data	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	assessment	no_unimportant_user_data	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	training_load	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_assumptions	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	no_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	no_incorrect_user_data	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	sleep	no_hallucinations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	important_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	training_load	important_user_data	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	overall	non_harmful	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	sleep	no_incorrect_important_interpretations	phllm_early_checkpoint	2	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	phllm_early_checkpoint	4	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	health_metrics	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	42.4
FC82510	fitness_primary_a	primary	assessment	important_interpretations	phllm_early_checkpoint	5	42.4
FC88416	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_unimportant_user_data	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	sleep	no_incorrect_user_data	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	assessment	no_assumptions	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	important_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_unimportant_interpretations	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	important_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_incorrect_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	important_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	important_interpretations	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	training_load	important_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_user_data	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	training_load	no_assumptions	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	important_domain_knowledge	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	important_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	overall	readable	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_unimportant_user_data	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	assessment	important_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_hallucinations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_incorrect_important_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	important_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_hallucinations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	overall	non_harmful	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	sleep	no_unimportant_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_assumptions	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	important_user_data	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_assumptions	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_incorrect_user_data	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	overall	overall_quality	phllm_early_checkpoint	3	40.6
FC88416	fitness_primary_a	primary	training_load	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	important_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_hallucinations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	no_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	sleep	important_user_data	phllm_early_checkpoint	4	40.6
FC88416	fitness_primary_a	primary	assessment	no_hallucinations	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	health_metrics	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	40.6
FC88416	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	40.6
FC74982	fitness_primary_a	primary	training_load	no_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_unimportant_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_hallucinations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_assumptions	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_assumptions	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	important_interpretations	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_hallucinations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	important_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	important_domain_knowledge	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_unimportant_user_data	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_hallucinations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_incorrect_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	important_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	important_user_data	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_unimportant_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_unimportant_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_hallucinations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_incorrect_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_unimportant_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_assumptions	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	no_incorrect_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	overall	overall_quality	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	training_load	important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	important_user_data	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_unimportant_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_incorrect_important_interpretations	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_incorrect_user_data	gemini_ultra	4	39.13333333
FC74982	fitness_primary_a	primary	assessment	important_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	important_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	overall	readable	gemini_ultra	3	39.13333333
FC74982	fitness_primary_a	primary	sleep	important_interpretations	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_unimportant_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_assumptions	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	overall	non_harmful	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	sleep	no_incorrect_user_data	gemini_ultra	5	39.13333333
FC74982	fitness_primary_a	primary	training_load	important_domain_knowledge	gemini_ultra	3	39.13333333
FC65210	fitness_primary_a	primary	sleep	important_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_assumptions	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	important_user_data	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	important_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	sleep	no_incorrect_user_data	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	sleep	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_unimportant_user_data	phllm_early_checkpoint	3	34.15
FC65210	fitness_primary_a	primary	training_load	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	overall	overall_quality	phllm_early_checkpoint	3	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	sleep	important_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	important_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	no_incorrect_user_data	phllm_early_checkpoint	4	34.15
FC65210	fitness_primary_a	primary	assessment	no_incorrect_important_interpretations	phllm_early_checkpoint	4	34.15
FC65210	fitness_primary_a	primary	overall	non_harmful	phllm_early_checkpoint	4	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	overall	readable	phllm_early_checkpoint	3	34.15
FC65210	fitness_primary_a	primary	training_load	no_hallucinations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	34.15
FC65210	fitness_primary_a	primary	sleep	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	no_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	no_unimportant_user_data	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_incorrect_user_data	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	34.15
FC65210	fitness_primary_a	primary	health_metrics	important_domain_knowledge	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	sleep	no_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	sleep	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_unimportant_interpretations	phllm_early_checkpoint	3	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_hallucinations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	assessment	no_hallucinations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	health_metrics	no_incorrect_important_interpretations	phllm_early_checkpoint	3	34.15
FC65210	fitness_primary_a	primary	assessment	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	34.15
FC65210	fitness_primary_a	primary	training_load	no_incorrect_important_interpretations	phllm_early_checkpoint	4	34.15
