case_study_id	rater	rater_type	tag	principle	conversation_source	rating	answer_time_min
SC20240	sleep_primary_b	primary	insights	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	insights	no_incorrect_important_interpretations	phllm_early_checkpoint	4	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_incorrect_important_interpretations	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	insights	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	insights	no_incorrect_user_data	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_incorrect_user_data	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	insights	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	insights	no_unimportant_interpretations	phllm_early_checkpoint	4	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_unimportant_interpretations	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	insights	no_unimportant_user_data	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	insights	no_unimportant_user_data	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	overall	non_harmful	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	overall	non_harmful	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	overall	overall_quality	phllm_early_checkpoint	3	29.56666667
SC20240	sleep_secondary_c	secondary	overall	overall_quality	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	overall	readable	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	overall	readable	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	recommendations	important_domain_knowledge	phllm_early_checkpoint	1	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	important_domain_knowledge	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	recommendations	important_interpretations	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	important_interpretations	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	important_user_data	phllm_early_checkpoint	1	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	important_user_data	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_assumptions	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_assumptions	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_hallucinations	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_hallucinations	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_important_interpretations	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_incorrect_important_interpretations	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_user_data	phllm_early_checkpoint	5	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_incorrect_user_data	phllm_early_checkpoint	5	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_domain_knowledge	phllm_early_checkpoint	3	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_unimportant_domain_knowledge	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_interpretations	phllm_early_checkpoint	3	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_unimportant_interpretations	phllm_early_checkpoint	3	5.833333333
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_user_data	phllm_early_checkpoint	3	29.56666667
SC20240	sleep_secondary_c	secondary	recommendations	no_unimportant_user_data	phllm_early_checkpoint	4	5.833333333
SC20240	sleep_primary_b	primary	etiology	important_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	important_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	important_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_assumptions	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_hallucinations	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_incorrect_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_incorrect_important_interpretations	phllm	4	29.85
SC20240	sleep_primary_b	primary	etiology	no_incorrect_unimportant_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_incorrect_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_unimportant_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_unimportant_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	etiology	no_unimportant_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	important_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	important_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	important_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_assumptions	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_hallucinations	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_incorrect_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_incorrect_important_interpretations	phllm	3	29.85
SC20240	sleep_primary_b	primary	insights	no_incorrect_unimportant_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_incorrect_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_unimportant_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	insights	no_unimportant_interpretations	phllm	4	29.85
SC20240	sleep_primary_b	primary	insights	no_unimportant_user_data	phllm	4	29.85
SC20240	sleep_primary_b	primary	overall	non_harmful	phllm	4	29.85
SC20240	sleep_primary_b	primary	overall	overall_quality	phllm	3	29.85
SC20240	sleep_primary_b	primary	overall	readable	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	important_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	important_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	important_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_assumptions	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_hallucinations	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_important_interpretations	phllm	4	29.85
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_unimportant_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_incorrect_user_data	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_domain_knowledge	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_interpretations	phllm	5	29.85
SC20240	sleep_primary_b	primary	recommendations	no_unimportant_user_data	phllm	5	29.85
SC10980	sleep_primary_d	primary	etiology	important_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	important_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	important_user_data	human_expert	4	15.8
SC10980	sleep_primary_d	primary	etiology	no_assumptions	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_hallucinations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_incorrect_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	no_unimportant_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	important_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	important_interpretations	human_expert	4	15.8
SC10980	sleep_primary_d	primary	insights	important_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_assumptions	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_hallucinations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	human_expert	4	15.8
SC10980	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	human_expert	4	15.8
SC10980	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_incorrect_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	insights	no_unimportant_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	overall	non_harmful	human_expert	5	15.8
SC10980	sleep_primary_d	primary	overall	overall_quality	human_expert	4	15.8
SC10980	sleep_primary_d	primary	overall	readable	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	important_domain_knowledge	human_expert	4	15.8
SC10980	sleep_primary_d	primary	recommendations	important_interpretations	human_expert	4	15.8
SC10980	sleep_primary_d	primary	recommendations	important_user_data	human_expert	4	15.8
SC10980	sleep_primary_d	primary	recommendations	no_assumptions	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_hallucinations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	human_expert	5	15.8
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_user_data	human_expert	5	15.8
SC10980	sleep_primary_d	primary	etiology	important_domain_knowledge	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	etiology	important_interpretations	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	etiology	important_user_data	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_assumptions	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_hallucinations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	important_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	important_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	important_user_data	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	insights	no_assumptions	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_hallucinations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_user_data	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	overall	non_harmful	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	overall	overall_quality	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	overall	readable	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	important_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	important_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	important_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_assumptions	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_hallucinations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	gemini_ultra	4	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_user_data	gemini_ultra	5	20.86666667
SC10980	sleep_primary_d	primary	etiology	important_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	important_interpretations	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	etiology	important_user_data	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_assumptions	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_hallucinations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_incorrect_user_data	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	etiology	no_unimportant_user_data	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	important_domain_knowledge	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	insights	important_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	important_user_data	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	insights	no_assumptions	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_hallucinations	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_incorrect_user_data	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	insights	no_unimportant_user_data	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	overall	non_harmful	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	overall	overall_quality	phllm_early_checkpoint	3	28.38333333
SC10980	sleep_primary_d	primary	overall	readable	phllm_early_checkpoint	3	28.38333333
SC10980	sleep_primary_d	primary	recommendations	important_domain_knowledge	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	recommendations	important_interpretations	phllm_early_checkpoint	4	28.38333333
SC10980	sleep_primary_d	primary	recommendations	important_user_data	phllm_early_checkpoint	2	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_assumptions	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_hallucinations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_user_data	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	phllm_early_checkpoint	5	28.38333333
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_user_data	phllm_early_checkpoint	3	28.38333333
SC10980	sleep_primary_b	primary	etiology	important_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	important_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	important_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	important_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	important_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	important_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_assumptions	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_assumptions	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_hallucinations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_hallucinations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_incorrect_domain_knowledge	phllm	4	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_incorrect_important_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_incorrect_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_incorrect_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_incorrect_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_unimportant_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	etiology	no_unimportant_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	etiology	no_unimportant_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	important_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	important_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	important_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	important_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	important_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	important_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_assumptions	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_assumptions	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_hallucinations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_hallucinations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_incorrect_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_incorrect_important_interpretations	phllm	3	29.91666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	insights	no_incorrect_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_incorrect_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_incorrect_user_data	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	insights	no_unimportant_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	insights	no_unimportant_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	insights	no_unimportant_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	overall	non_harmful	phllm	4	29.91666667
SC10980	sleep_primary_d	primary	overall	non_harmful	phllm	3	20.68333333
SC10980	sleep_primary_b	primary	overall	overall_quality	phllm	3	29.91666667
SC10980	sleep_primary_d	primary	overall	overall_quality	phllm	3	20.68333333
SC10980	sleep_primary_b	primary	overall	readable	phllm	4	29.91666667
SC10980	sleep_primary_d	primary	overall	readable	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	important_domain_knowledge	phllm	2	29.91666667
SC10980	sleep_primary_d	primary	recommendations	important_domain_knowledge	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	important_interpretations	phllm	3	29.91666667
SC10980	sleep_primary_d	primary	recommendations	important_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	important_user_data	phllm	1	29.91666667
SC10980	sleep_primary_d	primary	recommendations	important_user_data	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_assumptions	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_assumptions	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_hallucinations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_hallucinations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_incorrect_domain_knowledge	phllm	3	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_incorrect_important_interpretations	phllm	4	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_incorrect_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_incorrect_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_incorrect_user_data	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_unimportant_domain_knowledge	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	phllm	4	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_unimportant_interpretations	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	phllm	5	20.68333333
SC10980	sleep_primary_b	primary	recommendations	no_unimportant_user_data	phllm	5	29.91666667
SC10980	sleep_primary_d	primary	recommendations	no_unimportant_user_data	phllm	5	20.68333333
SC31291	sleep_primary_b	primary	etiology	important_domain_knowledge	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	important_domain_knowledge	human_expert	3	17.46666667
SC31291	sleep_primary_b	primary	etiology	important_interpretations	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	important_interpretations	human_expert	4	17.46666667
SC31291	sleep_primary_b	primary	etiology	important_user_data	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	important_user_data	human_expert	4	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_assumptions	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_assumptions	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_hallucinations	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_hallucinations	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_incorrect_domain_knowledge	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_incorrect_domain_knowledge	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_incorrect_important_interpretations	human_expert	2	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_incorrect_important_interpretations	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_incorrect_unimportant_interpretations	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_incorrect_unimportant_interpretations	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_incorrect_user_data	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_incorrect_user_data	human_expert	4	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_unimportant_domain_knowledge	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_unimportant_domain_knowledge	human_expert	5	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_unimportant_interpretations	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_unimportant_interpretations	human_expert	4	17.46666667
SC31291	sleep_primary_b	primary	etiology	no_unimportant_user_data	human_expert	5	28.45
SC31291	sleep_secondary_c	secondary	etiology	no_unimportant_user_data	human_expert	4	17.46666667
